3 100000
0.4711627714 0.5904838033 0.6720780942
0.4331282130 0.3944372161 0.8353178771
0.4202296080 0.2134548862 0.4722226530
0.6362981409 0.5531333284 0.0672846984
0.4306558682 0.1646656523 0.9129877045
0.4339517050 0.3692525514 0.3403174791
0.5232858063 0.7241402798 0.5531243651
0.9126900188 0.0276410530 0.3918239957
0.9626803229 0.9908428841 0.7189748132
0.0033943026 0.6140727764 0.5003190591
0.5841062623 0.5718840882 0.7067696749
0.8871687901 0.9743626125 0.3841417140
0.0511659434 0.1619629973 0.3834781595
0.4003337373 0.5423108735 0.4163176180
0.6698594175 0.0015688956 0.9847133329
0.1666501100 0.6709076516 0.4360366003
0.4266363905 0.0174283278 0.9284555765
0.2722612668 0.5711298978 0.8978432589
0.3844668080 0.6771572302 0.1024649930
0.8469268719 0.8654412641 0.0950647039
0.7129007730 0.8353916451 0.9654340145
0.4780349511 0.3175602131 0.3037110111
0.0032227890 0.8678033080 0.9889957378
0.1605399425 0.6223751695 0.8188243313
0.4527425336 0.6892403320 0.3544706986
0.0164332271 0.7829319093 0.4555780830
0.9382334089 0.0586778227 0.2206283243
0.4652973061 0.9015754328 0.9820421124
0.3064919511 0.1412053501 0.1730500618
0.0143794779 0.4330435928 0.4896681361
0.0072341646 0.8763400287 0.6585307691
0.3022003264 0.2396916191 0.3909575402
0.1323257963 0.9586959257 0.3932976440
0.3023291322 0.8566732706 0.2798799177
0.0676208950 0.6218471386 0.2365432591
0.9288616011 0.7819768587 0.3556999601
0.3429866012 0.7614472505 0.0084287868
0.0877179178 0.8031907981 0.8086875083
0.9035313183 0.9931193629 0.6117251590
0.2371145261 0.8007914363 0.2646911360
0.8863952251 0.9821594460 0.5196842925
0.1172077156 0.3309729669 0.4396736918
0.4287623081 0.0659990925 0.3699729428
0.9661034056 0.7162650283 0.4216838637
0.4864464008 0.6118051329 0.5265165227
0.3841610472 0.7302379227 0.7356037348
0.5638590055 0.2294120322 0.4228654447
0.7886078927 0.4696452987 0.9269619154
0.3159588178 0.0389417796 0.8122024346
0.2587919861 0.0879893634 0.2719876306
0.7890049657 0.3018589561 0.9042782312
0.8565571142 0.6919296876 0.5479534528
0.4734753780 0.1605977629 0.0044669194
0.3601320156 0.8733205059 0.5967609306
0.3268654999 0.3486382812 0.7487615793
0.0984405273 0.9948003888 0.5678384908
0.4877902398 0.0460331854 0.4658725818
0.5636649563 0.3527327488 0.2230468784
0.8536645047 0.3636777048 0.4999082818
0.5790582376 0.3256050462 0.7784248236
0.6993995175 0.9115241833 0.6524112140
0.1114664977 0.5851613916 0.5032412158
0.0339387029 0.0839537091 0.7021579170
0.7972870769 0.6978036140 0.5546366697
0.7651879946 0.4812723417 0.9726208083
0.9941273231 0.8354860965 0.4223860462
0.5079870349 0.9134074026 0.7939013122
0.8741800157 0.6093317504 0.6754184862
0.8829794221 0.1602337111 0.5749742008
0.9141206437 0.2798864679 0.9645690066
0.2201628821 0.6569115793 0.9384306932
0.5250624585 0.6129848270 0.8267491817
0.6784893392 0.0467913358 0.9115183388
0.8098290877 0.6325181043 0.9151440778
0.4844988002 0.8271891045 0.6953539331
0.6008890200 0.9170906830 0.1918643164
0.1091104784 0.0279196590 0.0837301723
0.2546628482 0.3373779896 0.5729028193
0.0067101803 0.9293224039 0.8422956044
0.8564923292 0.9743946785 0.7237196542
0.2104917979 0.7849555510 0.9514060449
0.3030209821 0.0388629554 0.8044149606
0.6801618453 0.0239133645 0.2564860402
0.0403432620 0.0539850039 0.5624373613
0.7444179718 0.5526855267 0.5468129085
0.4360688053 0.8881240079 0.4029514930
0.5239637199 0.5381362812 0.2614676235
0.8169911011 0.2177925725 0.0637154735
0.0829165547 0.9900941201 0.3264695324
0.9401152003 0.1572797504 0.8463064033
0.8836816681 0.0271562216 0.9598402622
0.3469388142 0.3268768680 0.1902046776
0.0707654136 0.8426917359 0.0058925055
0.1864939676 0.8593833249 0.5356436811
0.0610891036 0.9061657415 0.8713815309
0.4035460167 0.8560310809 0.7911369917
0.3798410884 0.6644834132 0.9111478502
0.1312187851 0.3310758125 0.0108282162
0.2313617872 0.0322362927 0.2542474965
0.8107472968 0.9520673538 0.9760656975
0.2336911293 0.9205014483 0.9404341854
0.0341916344 0.0524609392 0.7908867051
0.6361466216 0.6130226319 0.8195406331
0.2451249770 0.5205641798 0.4389899080
0.2422920502 0.4294362835 0.7347364176
0.6625805554 0.7859194735 0.6921759352
0.4817515318 0.3743398456 0.9208586345
0.0185591018 0.2408365276 0.1665372622
0.6643088967 0.3747603221 0.5394423510
0.6026264119 0.1554848720 0.2989122122
0.8500245189 0.0201885099 0.1121166911
0.5773753971 0.2638168695 0.9334541565
0.3497584366 0.2535114427 0.2098052201
0.6606507497 0.6119161044 0.9490105002
0.3799779415 0.8568839632 0.8222219270
0.6909071612 0.8034608200 0.3146315637
0.1445392838 0.0001015797 0.7354543966
0.2969402391 0.5482619378 0.9400707667
0.9050670471 0.5054193260 0.6003168965
0.0037252228 0.7637499926 0.3279083775
0.2984468799 0.6247950866 0.9897820830
0.6310909198 0.7631034274 0.3671191855
0.3334950115 0.8282205179 0.1343945343
0.0084568389 0.4112312210 0.3760976895
0.2729387535 0.1842892479 0.8870619683
0.4570946266 0.5258326779 0.1256973937
0.0712391748 0.6726783940 0.1353033963
0.2301881850 0.1398463323 0.1310456571
0.7411788331 0.1841708414 0.6707909619
0.8436266098 0.7615268638 0.8898246060
0.4877024365 0.2938353489 0.3651451986
0.6404361022 0.9367177683 0.3289717952
0.1459646299 0.1734633599 0.7456116221
0.1004733692 0.9653016669 0.2173902419
0.5551164920 0.3024189842 0.4654495586
0.8515767628 0.1963155486 0.6233822478
0.4503325349 0.2512993508 0.9817775233
0.7848326279 0.2973132090 0.0521311806
0.0924500617 0.4219122052 0.5858879002
0.7537328897 0.8578810138 0.8245031923
0.6175397850 0.3659352256 0.4961937150
0.8042063279 0.8917906021 0.3647902663
0.8884891825 0.4381545803 0.9232221328
0.8802257098 0.7938751318 0.1510930012
0.6168758969 0.5911170691 0.1221233864
0.7809296801 0.6075179818 0.5172475469
0.9845668688 0.0110713593 0.6997963616
0.5609832271 0.3721901515 0.2491455610
0.7750727658 0.7916456036 0.6898653963
0.9794849766 0.9401950790 0.9650619610
0.3377985181 0.8020717218 0.5489540469
0.8580723293 0.6265136162 0.3937139269
0.8683113090 0.0013452658 0.8844839801
0.2048287745 0.0295329530 0.0774283562
0.8892967163 0.5179929964 0.0530441012
0.8162875698 0.1100273361 0.3783497882
0.7783605945 0.3335639494 0.7955499767
0.9223593499 0.0691690635 0.9647975730
0.4888880778 0.3958188972 0.4677458479
0.7867200722 0.8119470555 0.7531385761
0.2056682901 0.4638803475 0.1352802900
0.9014457316 0.0891639942 0.1811637196
0.2020822605 0.1520100084 0.4299485853
0.0334366611 0.3773396061 0.6339450492
0.8351287300 0.0834869957 0.3900084653
0.0447577485 0.1455597557 0.9607023387
0.6619057826 0.3950891854 0.5427436071
0.6385002385 0.6187636107 0.7102519759
0.3024516673 0.3186555386 0.0049556744
0.3354028145 0.2449518973 0.0807251214
0.9238174715 0.8493466000 0.4353187058
0.5759910233 0.2827949902 0.6876257450
0.7288351462 0.6869909231 0.6687329799
0.5595886714 0.1529728154 0.9839529267
0.3796184778 0.8320266481 0.3701351951
0.5008749634 0.5573890315 0.6802172659
0.0972196826 0.9480264623 0.2948133382
0.8181134589 0.4324599332 0.6704605455
0.3911787697 0.9034764008 0.5659912071
0.7111506019 0.9294403190 0.7696220310
0.1882755196 0.7530824629 0.5865915512
0.7277488079 0.7283458536 0.2464093918
0.7063301576 0.2503203947 0.4703967146
0.8825050513 0.4564034052 0.7164581008
0.1179850478 0.3312311649 0.4255828550
0.3954601447 0.4263095123 0.2009051970
0.5719893927 0.4770169717 0.4288182637
0.8982588524 0.6411240579 0.4279721334
0.1990580771 0.0789041751 0.5607310213
0.6924211149 0.8270371687 0.8352517721
0.4376585386 0.8559562778 0.1320524666
0.1346538179 0.3650762797 0.9355447171
0.4069301823 0.9241030516 0.1719570384
0.1418604512 0.5349387756 0.3751013637
0.3270102067 0.2586125135 0.3294766293
0.2359474649 0.3765135885 0.7675197909
0.7494529531 0.4757378404 0.2034593796
0.5800710973 0.6933659588 0.5240540740
0.5812397857 0.1103099349 0.2876327151
0.9587723691 0.6561137936 0.4811934353
0.3692427694 0.4731310448 0.9302723774
0.8476460694 0.4667962586 0.1151417663
0.2063364474 0.0796913580 0.9928234590
0.1242252015 0.8970531664 0.8637364068
0.9717768015 0.1916521148 0.5567257715
0.1270539310 0.5214641581 0.5354751479
0.6099738814 0.1106089736 0.8535982987
0.2255270168 0.7321132599 0.2952841899
0.1420243587 0.9542264689 0.8817052599
0.5815873558 0.1767336794 0.5150343163
0.0408924731 0.4418154085 0.6747616859
0.7356845049 0.0840376204 0.6469539822
0.2609713461 0.1443562768 0.5999377025
0.5429275704 0.4798695783 0.2110571927
0.4250907021 0.0878406030 0.1756516623
0.6122222804 0.8577809047 0.5499087829
0.7780530667 0.6013803940 0.0193761721
0.7196240827 0.1380701896 0.6076229593
0.9468367897 0.5754989881 0.0389599336
0.5480203482 0.4402816049 0.6960453906
0.4527862013 0.2607583312 0.9145666238
0.7994193357 0.8654315720 0.1181611077
0.8625238512 0.6468971132 0.4996766979
0.2406573206 0.0771692045 0.2650880256
0.5268139696 0.2992126759 0.8646226418
0.8271327887 0.6227501202 0.1000207888
0.9117432763 0.9199795003 0.7630195194
0.6625186557 0.2579518247 0.5683860800
0.6468442782 0.2476349782 0.8425762554
0.1707705617 0.9026136009 0.5320090212
0.5760607417 0.9757516464 0.1623739368
0.5421045439 0.0857820632 0.6923226259
0.9313401619 0.7596517759 0.6780857246
0.0539094100 0.4890880922 0.1881415113
0.7355060835 0.5240676174 0.1890930711
0.2712560323 0.0348186142 0.0517534979
0.2237551171 0.7103770340 0.7400424063
0.4860932958 0.8789582019 0.5993006382
0.6133374451 0.8929748059 0.7731952920
0.7922807585 0.9480599730 0.3826955939
0.1160196587 0.1377375581 0.9189234570
0.3199771916 0.9606974982 0.0595157020
0.0029883290 0.3308195734 0.6485627665
0.5430983108 0.1263149771 0.0891571649
0.3836204574 0.4572617671 0.3231715794
0.1374336582 0.7942665473 0.3357825518
0.1519531975 0.2468498136 0.5909442060
0.8249527111 0.4941203825 0.9693952448
0.9312988377 0.2778456927 0.3939362840
0.0885398711 0.0914830636 0.8111431733
0.0957348780 0.9196684542 0.7411060568
0.3752703407 0.9233271338 0.2144358304
0.1173704758 0.5594546262 0.7807407557
0.4510388761 0.7613051351 0.8341977970
0.4661781742 0.6845969359 0.3071062763
0.0866514307 0.6526374441 0.8512003557
0.9400335609 0.2612374171 0.8585198632
0.2711092455 0.4203850492 0.7059945805
0.9087056375 0.0913704660 0.9314881166
0.1203740717 0.9484321009 0.3589841754
0.9893050873 0.0275118761 0.0257314898
0.6749854600 0.5956674544 0.2966623596
0.7788411716 0.7012368622 0.5977681871
0.5195114457 0.4898129719 0.9523846690
0.6459140088 0.3325874888 0.6804937011
0.7157178203 0.1823976035 0.7028606468
0.9842760159 0.7418778921 0.4968064931
0.1200944780 0.4399921000 0.9158784508
0.7172734050 0.8567481294 0.5183651632
0.1886450197 0.0331874049 0.6660538385
0.7107767366 0.0927886254 0.3984079210
0.4282943040 0.4652857633 0.8548111498
0.2205249173 0.8320721746 0.1800335544
0.6078399099 0.5561864663 0.7798342057
0.9253871233 0.7031199978 0.8177338747
0.8222588705 0.9794706402 0.0039521537
0.5854295305 0.7916294153 0.0803847268
0.2199077452 0.3857200607 0.6451823844
0.5824711725 0.4587134005 0.0621210195
0.0723581187 0.3828705146 0.3065979440
0.8134731076 0.9787607103 0.9104323932
0.7986146390 0.1457781445 0.4764759078
0.4528496582 0.6294635144 0.4895336687
0.2050964924 0.6803714572 0.6366462668
0.1529498241 0.9102169318 0.0589898725
0.7337614190 0.9378887870 0.3030065596
0.5467948163 0.1693533418 0.1097754193
0.4648417784 0.3748607436 0.9264918670
0.4548796477 0.0572503902 0.1689349774
0.7158533135 0.5792684230 0.0962404103
0.8063552337 0.1654485063 0.5605421421
0.0153474205 0.5775404784 0.3024454637
0.1660010475 0.2321317526 0.9717233756
0.2258815732 0.8185135771 0.4847645095
0.0183373917 0.2072710544 0.2363507086
0.5496046895 0.9298436552 0.6790083726
0.2447271171 0.5383180675 0.5235928816
0.8956596483 0.4019920357 0.0073637083
0.9175211607 0.3301629737 0.6929201767
0.1171127952 0.9350339364 0.1846585593
0.5934810911 0.4375426414 0.5418310969
0.8066860787 0.0462543044 0.7772775073
0.1701804074 0.0159564600 0.4728895176
0.2869607398 0.6835806708 0.9049230543
0.8247311412 0.5461726726 0.5112039957
0.4942443413 0.1525789646 0.0787374835
0.0387895131 0.9415359105 0.5140928943
0.6243333043 0.4963756893 0.8906522492
0.6575337732 0.0262755189 0.2213196912
0.0820604047 0.8519260304 0.2749355089
0.8868344942 0.5094952594 0.9096458337
0.2398137378 0.6173121362 0.1062124508
0.2406742625 0.7151851378 0.1040555381
0.1344884204 0.6343997835 0.8995130847
0.2565939667 0.1228955496 0.8616585969
0.8636452255 0.5782840873 0.1025716413
0.2710345097 0.6213629856 0.7860119245
0.6514917341 0.7429455708 0.4621372059
0.2170490587 0.5574045054 0.5327423308
0.3285115766 0.5049825228 0.3623590913
0.3445185450 0.5088474927 0.6592704382
0.1874476179 0.3751503805 0.5543071118
0.4207631397 0.5758485466 0.0383747833
0.1093069588 0.6856938970 0.9450636706
0.5881024381 0.5768815648 0.8854548491
0.5875725412 0.7367486504 0.5182717399
0.4234057417 0.9343406088 0.3013020880
0.9251385495 0.4765278939 0.9102877306
0.6189119363 0.5981129302 0.5108632449
0.6858222156 0.8593609341 0.1646355935
0.5106721534 0.6598931103 0.5060032042
0.6049025634 0.2244128444 0.9430326573
0.0329363218 0.5516458049 0.6143727980
0.0594936612 0.0546696867 0.3831884594
0.5358012594 0.7490236414 0.9037643232
0.9923565963 0.4673523576 0.1891709026
0.3473380768 0.6849871152 0.6995835423
0.9459136200 0.2961080993 0.2635094994
0.5593525780 0.4069173555 0.2608561083
0.0889511581 0.4886589708 0.0099454219
0.0100882136 0.8323493071 0.7383137366
0.0212673640 0.8239912848 0.7986310335
0.6325982275 0.6614263473 0.9970247400
0.9666338069 0.1461798345 0.0026570050
0.8355645474 0.6811398067 0.0999327183
0.7716442901 0.7122269945 0.8717427750
0.9692706362 0.5296985905 0.7398218816
0.1651408534 0.0413113886 0.4935112823
0.8430105764 0.8372554791 0.7091658183
0.1978992739 0.6989099576 0.8578674319
0.0011473168 0.6411415309 0.0866124545
0.5665674080 0.0253613634 0.3187012551
0.5466256887 0.8487539040 0.4140939902
0.4903155978 0.0172439400 0.8815219540
0.2666413618 0.3006483375 0.8840083522
0.1549321979 0.0887861449 0.2546689516
0.4969466963 0.8727344587 0.5347350121
0.2236264431 0.6889341484 0.4138609164
0.9536915808 0.7164939397 0.6378392932
0.6819852154 0.0665605020 0.8134837944
0.6076309814 0.5648260723 0.5322757377
0.4346742571 0.6081765857 0.3068337324
0.6615716558 0.4719765274 0.9594459062
0.1534904907 0.5191304211 0.5124999360
0.8512282147 0.7808667921 0.1686966515
0.6391752579 0.7603365961 0.2406669390
0.6011848409 0.8037286411 0.2948433173
0.1340542454 0.6346529415 0.6094413194
0.2720759527 0.3098151536 0.0281882757
0.0409379965 0.6453290340 0.8946498063
0.9336717639 0.4059773362 0.6174876591
0.7439146892 0.8289474326 0.7262869773
0.0141310453 0.0125790369 0.8956320699
0.0301500071 0.5576671559 0.7487886700
0.1085693684 0.9071601123 0.3594626996
0.6697677714 0.9941200806 0.7106428245
0.5229859147 0.6595538793 0.4204711708
0.1139836828 0.2912145050 0.2339388601
0.8717985340 0.1959234605 0.8419707775
0.7235364318 0.3266468551 0.8585683080
0.1002870282 0.5197717151 0.6778142556
0.2955321697 0.3386640994 0.3146880306
0.7163666031 0.3327778874 0.6726344443
0.4663801653 0.2533045697 0.0555240396
0.9914876251 0.9283444720 0.2784427143
0.8474077358 0.6414655416 0.3664493703
0.2413398796 0.2997188396 0.0778329596
0.6924594003 0.1300862708 0.2823896456
0.5794419047 0.9722473532 0.5436376158
0.4912393089 0.8973670134 0.2560840895
0.3394767140 0.1645651122 0.4214493609
0.3801797602 0.9227586914 0.8109417397
0.1185492250 0.8614110113 0.8505946389
0.7847676545 0.6777689809 0.6240557202
0.8468662821 0.6973498113 0.9555883389
0.6453764878 0.9843308083 0.4040651250
0.0797986580 0.4680338535 0.7853097653
0.4380599400 0.8856854091 0.2954471230
0.7056447007 0.3121741864 0.3531401992
0.7084851033 0.0833503197 0.5072840364
0.7383732988 0.1352471252 0.2275846240
0.7507013300 0.2703271319 0.8570041397
0.7981437816 0.8778632656 0.4736790731
0.4165746961 0.8211182339 0.0705943526
0.9041224144 0.0657182495 0.1054382569
0.1143245935 0.2827421727 0.3817575836
0.9967427737 0.5280109650 0.3221675095
0.0218435193 0.3662978369 0.0219381740
0.6598950895 0.1970019378 0.8427785531
0.2892302767 0.1852962571 0.0226506934
0.2209032927 0.6609333362 0.5721520751
0.5305828216 0.1249031678 0.1895510322
0.0764264280 0.2504826770 0.2915868123
0.8436269536 0.2113063500 0.5026077060
0.5707761519 0.1362446236 0.6414210515
0.2791588667 0.6567057205 0.8310950678
0.1728054992 0.5815836121 0.5788622027
0.7516381831 0.2641939598 0.9131586556
0.8186572137 0.2571636948 0.4144826468
0.0467534342 0.7186922487 0.7226192691
0.3468811141 0.2205092308 0.5073805567
0.4508629337 0.4993142139 0.5605238752
0.1783040432 0.9300353701 0.6657356288
0.6845191246 0.1274748134 0.1462089476
0.2738542825 0.1718476093 0.9117569415
0.3993891300 0.6484890671 0.1370406817
0.0157253795 0.1481309399 0.4477651811
0.5787947355 0.9169312098 0.9189432416
0.2902085492 0.3680360941 0.6753125237
0.1151197926 0.3232458837 0.9271621386
0.0784684549 0.3303278282 0.4723558050
0.2806191935 0.5253406180 0.0034504134
0.5706980254 0.5135043094 0.1757386612
0.1556922465 0.6722645478 0.7576282326
0.3008497286 0.9965618864 0.3357088532
0.1344770136 0.5698477573 0.9784559582
0.5870080518 0.5853788666 0.1496007287
0.0296383045 0.1296699204 0.9543456862
0.0789567777 0.4934481214 0.1220152107
0.7663469859 0.2861104127 0.0113867204
0.5304876483 0.4192150435 0.7958670682
0.5706903654 0.7418652451 0.4218194130
0.0769512292 0.3822383375 0.7615819263
0.0300987860 0.5164748258 0.2496872608
0.8732716561 0.3666768095 0.2471392264
0.9836504609 0.7489687245 0.9840348369
0.1546067843 0.7473671229 0.1077988779
0.4817697082 0.8257313078 0.5702357927
0.5516684638 0.5848704874 0.2951544879
0.0511646518 0.8937547882 0.9181958865
0.2515201676 0.3094968886 0.6334723062
0.8803698979 0.2599957037 0.5780525267
0.7060509605 0.4316632358 0.4140187191
0.1913846359 0.5547619909 0.0694588559
0.2496057469 0.5695755695 0.7450293504
0.8165990766 0.9300002934 0.1304016247
0.3007138340 0.0216769854 0.9814478522
0.2854000100 0.5694208158 0.4455250892
0.1658323370 0.8798568338 0.1253522172
0.4139675219 0.8639712854 0.9394542813
0.7547321751 0.1293965972 0.0665020656
0.4001977900 0.2033777824 0.6891498522
0.5789505621 0.1053921512 0.4948888859
0.7780787004 0.6360368048 0.2396422563
0.3338829474 0.4244389216 0.2895510409
0.4624044480 0.3265026662 0.6262662165
0.4948461256 0.5713264802 0.4102874730
0.6434317585 0.9881579780 0.4626994163
0.8397352578 0.6055807209 0.2148596323
0.1960724669 0.1232818345 0.4332125578
0.4748327470 0.9380974366 0.0111032077
0.0296008896 0.0055968211 0.6017400769
0.4118515052 0.1868953601 0.5997102599
0.5556065022 0.4381302232 0.6555727306
0.3794066844 0.4546894626 0.6211125261
0.1096478531 0.9575738295 0.0777495018
0.9860547975 0.3425578477 0.9782097934
0.8836198841 0.2021638640 0.7582001724
0.6351245306 0.5492208161 0.3685156402
0.6107481752 0.7832897999 0.5307864673
0.2873153785 0.6123432482 0.7926952278
0.7330384489 0.4412803792 0.3056553118
0.1783819501 0.3299310818 0.1838028769
0.9677809357 0.0174712267 0.7949771035
0.0049846766 0.4528187560 0.2459656598
0.2923007844 0.7176659182 0.6744700244
0.6948085744 0.8244834359 0.6133474432
0.4558505845 0.6983993457 0.7064113730
0.2642690449 0.2323070179 0.1458783172
0.3974657038 0.6808196590 0.1155117442
0.4185723455 0.3684960365 0.4582119071
0.7621861568 0.3043070757 0.8023823602
0.1454350389 0.6172709759 0.6818682069
0.3284168453 0.2171028407 0.4758234743
0.6474756586 0.6543228711 0.6768390649
0.6879053519 0.7810897759 0.0670478731
0.0079304124 0.0484180256 0.6772557021
0.2231327300 0.0078753823 0.9617216778
0.7650362955 0.7796707257 0.8661593375
0.6737515732 0.0153385007 0.6309013147
0.4756892087 0.3036457407 0.9537678233
0.1791934611 0.5772943691 0.4512921562
0.2404405133 0.0610419917 0.2022505363
0.9352468157 0.1831761310 0.1934626545
0.7278468994 0.7392930694 0.7587884322
0.9204509135 0.5316176631 0.0990855550
0.6759226629 0.3424351221 0.4036291478
0.9400709496 0.7252337730 0.7166026183
0.3588260629 0.2288084870 0.4966484094
0.6514323554 0.4190808824 0.6171178782
0.7070437068 0.3025401455 0.6043614705
0.8293738527 0.0313096630 0.2730161175
0.8890932734 0.2821750714 0.1229112944
0.0452738785 0.7578991596 0.2900478230
0.5868677736 0.8434554309 0.8041849733
0.2882511192 0.1922760669 0.7253156776
0.9548294816 0.7093767965 0.9041084012
0.9801348867 0.6838974417 0.5664265892
0.3963068630 0.8723927528 0.1534163245
0.1813866499 0.2813437188 0.1558632898
0.9113416641 0.9922748942 0.2867175461
0.8008985915 0.9847817587 0.2504540269
0.2274636400 0.2705657350 0.8065765851
0.5472741695 0.8561154929 0.6372683947
0.8265259391 0.6366433252 0.7601870408
0.7575710384 0.0796004159 0.1297159084
0.1239960776 0.3370737361 0.6322959284
0.7021675297 0.8176909887 0.4821734361
0.6308500635 0.0082220597 0.3597552077
0.6890684937 0.1413094093 0.6229066605
0.6848876853 0.6619385605 0.5446792887
0.4607121500 0.1197453766 0.6736278419
0.5171444744 0.5645672785 0.1564785063
0.2626763667 0.6465303070 0.7916031510
0.9597149304 0.3865401055 0.1128223716
0.2603030708 0.4894079725 0.3560448622
0.9674864237 0.8674550661 0.3375321664
0.3086672925 0.5421056926 0.3923411522
0.9078672842 0.6299702199 0.9145705326
0.5447160906 0.2058298504 0.5386582368
0.8963336488 0.3111134881 0.1304018761
0.7512693444 0.8784380603 0.9656263233
0.3382534037 0.6982993197 0.8188697969
0.4703225855 0.5335450469 0.1308560412
0.1669729927 0.7466590499 0.7115931733
0.2910474494 0.7660430089 0.4820720710
0.6438950701 0.8275699326 0.3545686275
0.7116893027 0.0727035519 0.1966112069
0.5994802758 0.6994070137 0.5398295772
0.3100057431 0.5052235027 0.7881815289
0.0253384088 0.1900832400 0.8240634530
0.5867402128 0.7120876177 0.8512254441
0.7997315468 0.7767247327 0.6228010665
0.2255888776 0.1866293611 0.2903577105
0.2540263039 0.8560724681 0.2566027213
0.4539146915 0.4606973756 0.3589208263
0.7563252641 0.9221648914 0.9070668478
0.1953849259 0.9080739882 0.7128155708
0.6256794791 0.5824586700 0.8951496337
0.0957328720 0.6877651025 0.5541477534
0.7514986806 0.5499256837 0.2762565206
0.7427473941 0.2511505931 0.4308811204
0.7040331008 0.4385518417 0.4502468638
0.8021887556 0.9491392711 0.1625986985
0.8588277591 0.5539054312 0.9628183530
0.4270241722 0.1642000154 0.6475666401
0.4975940656 0.7531985482 0.6164983670
0.0547152631 0.6227934588 0.0824794220
0.8614881369 0.3120400407 0.8374814536
0.1592340927 0.4165874678 0.5271994915
0.9055823463 0.9726154535 0.1534186831
0.4161365012 0.6215769496 0.6677907040
0.6027412599 0.2658560018 0.9062647828
0.2313693347 0.0624899557 0.8584770487
0.4082249101 0.4861720877 0.2818077635
0.6608223515 0.6243965690 0.0494335198
0.9373362049 0.6340252090 0.1284736355
0.7692927043 0.9991401448 0.6747419496
0.9013829162 0.1349191234 0.2376052664
0.7586169940 0.6002319560 0.1369452727
0.5146231917 0.1664893077 0.3811212612
0.3165547792 0.7761710247 0.7413292115
0.1812352308 0.1212772592 0.5233656105
0.5589608858 0.2653292192 0.7952027466
0.0947765895 0.9425241011 0.5250755462
0.2863453185 0.9370829621 0.1427875056
0.2888034553 0.1269547306 0.7366125066
0.3192861154 0.4979963762 0.2556871422
0.1594330175 0.5553999764 0.0168372927
0.3749340960 0.3526584752 0.0559374274
0.1244799645 0.6812424122 0.2392105585
0.7267661319 0.0942580833 0.8817743877
0.3990046732 0.1440104060 0.9108425019
0.4239273094 0.3814861615 0.4508340677
0.9453563763 0.9003920205 0.6121016271
0.0288838911 0.9639317617 0.1845973969
0.2521141782 0.8303303136 0.8385371989
0.2843849454 0.5642986275 0.7516941682
0.1750255405 0.8368725325 0.9913478269
0.5011952251 0.4754681868 0.3707557271
0.7413844545 0.1055731158 0.8535885052
0.5372925607 0.3754122423 0.3496054709
0.8225554164 0.3761139330 0.3784127230
0.7937460837 0.1523797378 0.7602274968
0.4634060208 0.1570995386 0.8998752445
0.2829520602 0.2061648847 0.0051642851
0.2860615888 0.4125046446 0.4964046763
0.8584954114 0.8286449325 0.6454482419
0.2147471889 0.0546648489 0.7408180552
0.5570011129 0.8197278098 0.9596543225
0.9816987814 0.8155755842 0.1774263009
0.2897667831 0.9726857501 0.6376510765
0.5190961496 0.3470661859 0.8129152148
0.5907758751 0.2961669056 0.6968133475
0.5361259169 0.3285578159 0.9075031658
0.7776764853 0.6907909783 0.1545045675
0.9226180124 0.3273328967 0.2601420644
0.7427251009 0.5983166088 0.7859496661
0.5234311143 0.4368542875 0.3222598980
0.9498035445 0.0782183927 0.8395445800
0.5002510818 0.9179480084 0.8116087566
0.9096246911 0.7286196796 0.7387861497
0.8099309130 0.2254755474 0.1970455519
0.0385684040 0.9560297956 0.6317059484
0.0477875502 0.2231209831 0.4654748622
0.7640475624 0.3699357256 0.3462472711
0.2011991757 0.2274030424 0.7596218596
0.0931318247 0.3529425711 0.4265420126
0.9300068199 0.6546144076 0.6504010625
0.2826939263 0.3519580104 0.3782666141
0.2968455894 0.8524576069 0.3813995184
0.0486494237 0.0585106708 0.6677109065
0.1827438607 0.0042507140 0.4243718631
0.4077740619 0.2668145214 0.5026350259
0.7168195620 0.4781130577 0.5096842875
0.2769046359 0.1352256390 0.4410980679
0.3703339913 0.8690156359 0.8764567344
0.5190446407 0.4945287518 0.2822349058
0.6638813011 0.8979082189 0.6359336214
0.2537500271 0.9365918950 0.8155690933
0.4047634895 0.6539817253 0.2581401486
0.7485211901 0.4497484608 0.8299672544
0.9425725503 0.7534566600 0.3980066722
0.2486480966 0.4807526928 0.2708206451
0.2370542456 0.5518489963 0.9913621260
0.5166680536 0.5806226781 0.4093535824
0.1366359590 0.3611789469 0.4047690027
0.5212253998 0.9575973781 0.2238529992
0.2233664932 0.9239397171 0.3991225584
0.5707334730 0.0294037219 0.4913122287
0.3196803445 0.6852031577 0.9352845661
0.2555296832 0.2808206414 0.6678541335
0.2071485359 0.4205406442 0.9851286795
0.1324433261 0.1365925631 0.3159161319
0.4902994043 0.2450305324 0.5010249585
0.2703613600 0.5942270715 0.6308574406
0.2982805059 0.5131393794 0.7318935362
0.0299128066 0.9272416843 0.7646314502
0.7029761653 0.8510133865 0.3072207869
0.3159837181 0.3615965756 0.3006729941
0.5493970220 0.3260189051 0.1284198729
0.9022834771 0.2346709217 0.5050683165
0.6992500689 0.2615598736 0.4931643870
0.4879067813 0.1195438564 0.3228599500
0.7044381008 0.6626255012 0.7545920643
0.3437066078 0.0957125965 0.7916012205
